Rank,Name,Price,MarketCap
2503,Degen Spartan AIDEGENAI,$0.0003209,"$320,886.29$320,886"
2504,Etherisc DIP TokenDIP,$0.001337,"$320,636.75$320,637"
2505,iShares Semiconductor Tokenized ETF (Ondo)SOXXon,$515.13,"$319,799.79$319,800"
2506,TalkenTALK,$0.0008027,"$318,261.74$318,262"
2507,FragmetricFRAG,$0.001715,"$318,201.33$318,201"
2508,StarHeroesSTAR,$0.001317,"$318,071.4$318,071"
2509,Vulcan Forged (LAVA)LAVA,$0.001289,"$317,054.84$317,055"
2510,CharacterXCAI,$0.01877,"$316,495.15$316,495"
2511,catgirlCATGIRL,$0.0101021,"$316,490.95$316,491"
2512,SporeSPORE,$0.0101050,"$316,422.52$316,423"
2513,GivethGIV,$0.0008193,"$314,237.84$314,238"
2514,ChihuahuaHUAHUA,$0.053356,"$314,042.96$314,043"
2515,WalkenWLKN,$0.0001957,"$312,010.4$312,010"
2601,LeverFiLEVER,$0.054427,"$247,015.9$247,016"
2602,Prisma mkUSDMKUSD,$0.9986,"$244,896.42$244,896"
2603,S.C. Corinthians Fan TokenSCCP,$0.03486,"$244,032.2$244,032"
2604,ElemonELMON,$0.0003780,"$243,802.07$243,802"
2605,FefeFEFE,$0.0005777,"$243,051.29$243,051"
2606,Legia Warsaw Fan TokenLEG,$0.1590,"$241,981.44$241,981"
2607,Omax CoinOMAX,$0.00002789,"$241,762.47$241,762"
2608,ChaingeXCHNG,$0.0005097,"$241,637.78$241,638"
2609,What's UpdogUPDOG,$0.0002410,"$241,043.7$241,044"
2610,KEKKEKE,$0.083238,"$240,524.43$240,524"
2611,STARSHIPSTARSHIP,$0.01272,"$240,516.03$240,516"
2612,Broccoli (broccolibnb.org)BROCCOLI,$0.001294,"$238,559.74$238,560"
2613,AI AvatarAIAV,$0.004095,"$239,117.14$239,117"
2614,My Master WarMAT,$0.002448,"$238,820.98$238,821"
2615,WiFi MapWIFI,$0.0003437,"$238,502.76$238,503"
2701,GondolaGONDOLA,$0.064780,"$195,280.78$195,281"
2702,BiCity AI ProjectsBICITY,$0.00004579,"$194,296.93$194,297"
2703,ColdstackCLS,$0.008237,"$193,697.66$193,698"
2704,Ibiza Final BossBOSS,$0.0002076,"$193,180.15$193,180"
2705,Wing FinanceWING,$0.02842,"$192,117.01$192,117"
2706,DustDUST,$0.0001917,"$191,781.18$191,781"
2707,CAMELLCAMT,$0.0001995,"$191,527.19$191,527"
2708,Urolithin AURO,$0.0001911,"$190,977.95$190,978"
2709,Rage FanRAGE,$0.003365,"$190,915.91$190,916"
2710,IdenaIDNA,$0.002007,"$190,856.93$190,857"
2711,Coconut ChickenCCC,$0.00002041,"$190,629.13$190,629"
2712,Luigi MangioneLUIGI,$0.0001900,"$190,078.04$190,078"
2713,EdwinEDWIN,$0.0001898,"$189,850.99$189,851"
2714,Li Auto Tokenized Stock (Ondo)LIon,$19.13,"$189,834.44$189,834"
2715,Mystery (MysteryRiderEth)MYSTERY,$0.094511,"$189,796.1$189,796"
2801,Beats on BaseBEATS,$0.0002379,"$153,412.53$153,413"
2802,MorphwareXMW,$0.0001861,"$153,331.08$153,331"
2803,PrompTale AITALE,$0.001512,"$153,334.5$153,334"
2804,Deri ProtocolDERI,$0.001225,"$152,829.9$152,830"
2805,Crust NetworkCRU,$0.01080,"$152,757.95$152,758"
2806,Unstable TetherUSDUT,$0.0001521,"$152,124.52$152,125"
2807,TON CatTCAT,$0.0002487,"$152,070.7$152,071"
2808,US Natural Gas Fund Tokenized Stock (Ondo)UNGon,$11.15,"$151,774.56$151,775"
2809,Rigetti Computing Tokenized Stock (Ondo)RGTIon,$18.53,"$151,614.75$151,615"
2810,FU CoinFU,$0.067750,"$150,778.86$150,779"
2811,UtopiaUTOPIA,$0.0001643,"$150,593.87$150,594"
2812,Dust ProtocolDUST,$0.007857,"$150,423.35$150,423"
2813,Empty Set DollarESD,$0.0003366,"$150,169.87$150,170"
2814,Xend FinanceRWA,$0.001399,"$149,763.72$149,764"
2815,K9 FinanceKNINE,$0.063715,"$149,446.52$149,447"
2901,Mr. Lightspeed Creator CoinMRLIGHTSPEED,$0.0002534,"$120,943.72$120,944"
2902,Fluminense FC Fan TokenFLU,$0.03455,"$120,837.51$120,838"
2903,Niftyx ProtocolSHROOM,$0.002349,"$120,710.31$120,710"
2904,Grab Holdings Tokenized Stock (Ondo)GRABon,$3.57,"$120,348.57$120,349"
2905,Elon Trump FartETF500,$0.0001198,"$119,894.31$119,894"
2906,Bitcoin BaseBTC,$0.005718,"$119,573.58$119,574"
2907,Crust ShadowCSM,$0.001187,"$118,783.59$118,784"
2908,$TRUST ME BROs by VirtualsTRUST,$0.0001190,"$118,655.9$118,656"
2909,EpikoEPIKO,$0.0006794,"$118,573.75$118,574"
2910,Zeus (truezeuscoin.com)ZEUS,$0.092813,"$118,370.44$118,370"
2911,Dark FrontiersDARK,$0.0006808,"$117,860.34$117,860"
2912,PARSIQPRQ,$0.0003798,"$117,852.9$117,853"
2913,Team Heretics Fan TokenTH,$0.04458,"$117,839.65$117,840"
2914,APEDAPED,$0.1209,"$117,837.81$117,838"
2915,MicroPets [New]PETS,$0.1012,"$117,824.29$117,824"
3001,GiftoGFT,$0.00004149,"$92,894.49$92,894"
3002,Gekko AIGEKKO,$0.00009288,"$92,886.77$92,887"
3003,Coral FinanceCORL,$0.0003973,"$92,333.48$92,333"
3004,Laika AILKI,$0.0002155,"$92,319.39$92,319"
3005,Tea-FiTEA,$0.001820,"$91,065.28$91,065"
3006,Flying Ketamine HorseFKH,$0.00009220,"$90,961.34$90,961"
3007,rockyROCKY,$0.00009081,"$90,812.83$90,813"
3008,BIGBIG,$0.00008996,"$89,965.73$89,966"
3009,Scotty BeamSCOTTY,$0.0001951,"$89,892.7$89,893"
3010,Dogey-InuDINU,$0.091227,"$89,776.88$89,777"
3011,UniteUNITE,$0.00001987,"$89,719.51$89,720"
3012,StartupSTARTUP,$0.00009048,"$89,596.03$89,596"
3013,flork ctoFLORK,$0.00009496,"$89,147.96$89,148"
3014,UNIUNI,$0.00008870,"$88,704.3$88,704"
3015,Workloop AILOOP,$0.002448,"$88,514.41$88,514"
3101,ColonyCLY,$0.0006124,"$69,045.29$69,045"
3102,KOBANKOBAN,$0.0001391,"$69,042.89$69,043"
3103,Aimedis (new)AIMX,$0.0002057,"$68,518.78$68,519"
3104,ChainGuardiansCGG,$0.001113,"$68,483.11$68,483"
3105,KIKICatKIKI,$0.00006823,"$68,229.65$68,230"
3106,ArtisseCATHEON,$0.00007007,"$67,874.04$67,874"
3107,Invesco DB Commodity Index Tokenized Fund (Ondo)DBCon,$31.14,"$67,838.96$67,839"
3108,KarlsenKLS,$0.00002380,"$67,813.3$67,813"
3109,BOTIFYBOTIFY,$0.00006781,"$67,792.59$67,793"
3110,HivelloHVLO,$0.00006224,"$67,489.78$67,490"
3111,Seascape CrownsCWS,$0.008810,"$67,362.56$67,363"
3112,Micro GPT$MICRO,$0.00008970,"$67,234.34$67,234"
3113,QpayQPAY,$0.00006723,"$67,232.33$67,232"
3114,Lam Research Tokenized Stock (Ondo)LRCXon,$299.53,"$67,156.46$67,156"
3115,Sato The DogSATO,$0.061595,"$67,102.32$67,102"
3201,LandshareLAND,$0.009045,"$48,325.82$48,326"
3202,Galaxy Digital Tokenized Stock (Ondo)GLXYon,$31.18,"$48,226.51$48,227"
3203,Blendr NetworkBLENDR,$0.001199,"$48,063.89$48,064"
3204,UniLayerLAYER,$0.001191,"$47,659.25$47,659"
3205,BSXBSX,$0.0002506,"$47,490.31$47,490"
3206,SpaceFalconFCON,$0.052709,"$47,213.27$47,213"
3207,GoldenCatCATS,$0.076993,"$47,209.71$47,210"
3208,ChirpleyCHRP,$0.0001141,"$47,163.33$47,163"
3209,Sprott Nickel Miners Tokenized ETF (Ondo)NIKLon,$16.83,"$47,025.56$47,026"
3210,The ChampCoinTCC,$0.0009396,"$46,981.55$46,982"
3211,UbexUBEX,$0.00001419,"$46,948.18$46,948"
3212,Giggle PandaGIGL,$0.00004682,"$46,827.52$46,828"
3213,Doge BaseDOGEBASE,$0.00004702,"$46,795.72$46,796"
3214,Smart PocketSP,$0.00004471,"$46,535.63$46,536"
3215,NarutoNARUTO,$0.064222,"$46,443.49$46,443"
3301,Alpha ArenaARENA,$0.00003293,"$32,604.6$32,605"
3302,CryBabyCRYBB,$0.00004681,"$32,591.09$32,591"
3303,OpenVisionVISION,$0.00003240,"$32,405.06$32,405"
3304,EllipsisEPX,$0.063883,"$31,995.15$31,995"
3305,ReddioRDO,$0.00001170,"$31,813.32$31,813"
3306,XOCIETYXO,$0.00004199,"$31,493.77$31,494"
3307,Wet Ass PussyWAP,$0.00003137,"$31,379.45$31,379"
3308,Cogito FinanceCGV,$0.0003236,"$31,324.49$31,324"
3309,Let that sink inSINK,$0.00004085,"$31,085.22$31,085"
3310,Baby Ripple (babyxrp.xyz)BABYXRP,$0.00003098,"$30,988.2$30,988"
3311,RublixRBLX,$0.001488,"$30,871.74$30,872"
3312,VidyaVIDYA,$0.0008720,"$30,714.75$30,715"
3313,LanLan CatLANLAN,$0.053440,"$30,583.31$30,583"
3314,Pancake BunnyBUNNY,$0.05956,"$30,392.96$30,393"
3315,Baby BNBBABYBNB,$0.00005447,"$30,224.77$30,225"
3401,Degen ArenaDEGEN,$0.0105344,"$22,481.68$22,482"
3402,Rug World AssetsRWA,$0.002280,"$21,656.14$21,656"
3403,Genesis WorldsGENESIS,$0.0001225,"$22,211.87$22,212"
3404,SENATESENATE,$0.0001509,"$22,189.56$22,190"
3405,WisdomTree Floating Rate Treasury Tokenized  Fund (Ondo)USFRon,$50.76,"$22,179.26$22,179"
3406,MELXMEL,$0.001086,"$22,065.92$22,066"
3407,DinosolDINO,$0.00002533,"$21,996.04$21,996"
3408,Pinterest Tokenized Stock (Ondo)PINSon,$19.10,"$21,988.16$21,988"
3409,EquityPayEQPAY,$0.003844,"$21,948.07$21,948"
3410,Matr1xMAX,$0.0001678,"$21,907.17$21,907"
3411,RapidzRPZX,$0.00001176,"$21,735.31$21,735"
3412,Dexlab ClassicDXLC,$0.0004136,"$21,729.54$21,730"
3413,MILKBAGMILKBAG,$0.00002408,"$21,654.9$21,655"
3414,iShares 1-3 Year Treasury Bond Tokenized ETF (Ondo)SHYon,$82.53,"$21,587.38$21,587"
3415,Baby BNBBABYBNB,$0.00002141,"$21,414.18$21,414"
3501,abrdn Physical Precious Metals Tokenized ETF (Ondo)GLTRon,$232.42,"$13,845.14$13,845"
3502,CoriteCO,$0.0001126,"$13,764.34$13,764"
3503,KingdomStarterKDG,$0.00002577,"$13,689.12$13,689"
3504,WOWswapWOW,$0.01368,"$13,679.89$13,680"
3505,StoryFireBLAZE,$0.052132,"$13,402.13$13,402"
3506,ONE PUNCH CATPUNCH,$0.00001497,"$13,210.05$13,210"
3507,PJNPJN,$0.00001312,"$13,121.76$13,122"
3508,UPTOPUPTOP,$0.00006113,"$12,838.86$12,839"
3509,SGCSGC,$0.057558,"$12,799.99$12,800"
3510,The LooniesLOON,$0.00001279,"$12,791.59$12,792"
3511,Matr1x FireFIRE,$0.0001890,"$12,615.57$12,616"
3512,Bloomsperg TerminalSPERG,$0.00001252,"$12,521.63$12,522"
3513,SofaCatSOFAC,$0.0001311,"$12,412.75$12,413"
3514,ZeroSwapZEE,$0.0001939,"$12,300.56$12,301"
3515,LEGITLEGIT,$0.00001575,"$12,207.74$12,208"
3601,SpaceCatchCATCH,$0.0005680,"$6,257.3$6,257"
3602,Talen Energy Tokenized Stock (Ondo)TLNon,$352.86,"$6,046$6,046"
3603,REV3ALREV3L,$0.00001610,"$5,892.99$5,893"
3604,AzukiAZUKI,$0.0005205,"$5,874.93$5,875"
3605,SmoothySMTY,$0.001153,"$5,871.36$5,871"
3606,Shiba SagaSHIA,$0.0001085,"$5,854.49$5,854"
3607,Alien Green CatAGC,$0.055838,"$5,838.69$5,839"
3608,Carvana Tokenized Stock (Ondo)CVNAon,$343.49,"$5,828.51$5,829"
3609,Ford Motor Tokenized Stock (Ondo)Fon,$14.67,"$5,789.89$5,790"
3610,WorldShardsSHARDS,$0.054906,"$5,774.77$5,775"
3611,Empire of SightSIGHT,$0.00002174,"$5,701.17$5,701"
3612,MBP CoinMBP,$0.0003498,"$5,596.4$5,596"
3613,TokenboxTBX,$0.0004933,"$5,542.47$5,542"
3614,BloodLoopBLS,$0.0001041,"$5,461.68$5,462"
3615,AmazyAZY,$0.0001312,"$5,372.23$5,372"
3701,iShares MSCI Chile Tokenized ETF (Ondo)ECHon,$40.18,$464.33$464
3702,Opera Tokenized Stock (Ondo)OPRAon,$18.21,$384.08$384
3703,Terran CoinTRR,$0.00001583,$374.52$375
3704,Regeneron Pharmaceuticals Tokenized Stock (Ondo)REGNon,$714.39,$344.34$344
3705,Fidelity Solana Fund Tokenized Stock (Ondo)FSOLon,$11.23,$332.53$333
3706,ShredNSHRED,$0.001477,$310.29$310
3707,ElementeumELET,$0.00004924,$257.21$257
3708,Capricor Therapeutics Tokenized Stock (Ondo)CAPRon,$33.54,$211.48$211
3709,Luna RushLUS,$0.00004497,$204.62$205
3710,Art de FinanceADF,$0.069997,$180.36$180
3711,IslanderISA,$0.062061,$112.53$113
3712,CHONKYCHONKY,$0.079376,$93.77$94
3713,RealvirmRVM,$0.0005682,$51.15$51
3714,ApeSwapBANANA,$0.071528,$5.62$6
3715,TOMITOMI,$0.0186817,$0.00$0
3801,House Party ProtocolHPP,$0.05440,"$45.95M$45,950,245"
3802,America is Back (americaisback.vip)AIB,$0.002396,"$2.4M$2,396,068"
3803,MovieDomMDOM,$0.2765,"$22.12M$22,120,828"
3804,OLYOLY,$5.42,"$15.16M$15,159,627"
3805,TOMATOKTOTT,$0.08168,"$49.83M$49,825,993"
3806,PurrPURR,$0.07177,"$42.94M$42,936,239"
3807,MarinadeMNDE,$0.02071,"$11.32M$11,319,085"
3808,Buy Coin TokenBCT,$9.02,"$3.01B$3,006,348,325"
3809,ButtcoinBUTTCOIN,$0.01548,"$15.49M$15,487,089"
3810,JGGLJGGL,$2.08,"$2.5M$2,498,310"
3811,Resi (resilabs.ai)SN46,$3.31,"$13.44M$13,439,635"
3812,Frax Finance - Frax EtherFRXETH,"$2,239.29","$116.83M$116,826,769"
3813,TuringBitChainTBC,$6.57,"$271.74M$271,735,418"
3814,Blynex USDUSDB,$1.00,"$44.17B$44,170,901,550"
3815,Bullish DegenBULLISH,$0.001620,"$1.62M$1,620,753"
3901,cocoCOCO,$0.3089,"$308.96M$308,957,985"
3902,USADUSAD,$0.9986,$149.8$150
3903,CygnusCGN,$0.002447,"$5.63M$5,628,160"
3904,Tokenised GBPTGBP,$1.33,"$11.34M$11,341,533"
3905,[Fake]COINBASECOIN,$35.45,"$9.57B$9,573,008,617"
3906,PepeAIPEPEAI,$0.0001020,"$102,072$102,072"
3907,Hold BTCHBTC,$0.062739,"$273,932.07$273,932"
3908,CAW(A Hunters Dream)CAW,$0.073478,--
3909,AI Powered FinanceAIPF,$2.16,"$285,848.48$285,848"
3910,MixMaxMC,$1.08,"$9.89M$9,890,664"
3911,FistbumpFIST,$0.2919,--
3912,COCACOCA,$1.42,"$162.25M$162,247,488"
3913,Project 3232,$0.0001716,"$554,880.26$554,880"
3914,MeritSN73,$1.19,--
3915,AvocadoCoinAVDO,"$1,600.48","$1.01B$1,008,308,017"
4001,Tap ProtocolTAP,$0.3728,"$5.78M$5,779,714"
4002,SWAP315S315,$0.3281,"$6.89M$6,890,403"
4003,Overnight.fi USD+ (Base)USD+,$0.9995,"$42M$41,996,261"
4004,Chinese Elon MuskYILONGMA,$0.1175,"$117,524.12$117,524"
4005,RallyRALLY,$0.001927,"$64.37M$64,366,920"
4006,FUTUREXCRYPTOFXC,$2.70,--
4007,SAFE(AnWang)SAFE,$2.53,"$6.74M$6,743,479"
4008,Pill GaytesGAYTES,$0.0001600,"$160,069.28$160,069"
4009,OtterHomeHOME,$0.01807,"$7.23M$7,229,541"
4010,SORA GROKGROK,$0.03672,"$3.67B$3,672,427,693"
4011,miniMINI,$0.001593,"$1.4M$1,401,759"
4012,Shiba Inu TREATTREAT,$0.0004816,"$438,335.08$438,335"
4013,Weber Energy Network$WEN,$0.02978,"$148,949.46$148,949"
4014,Confidential LayerCLONE,$0.005239,"$841,610.85$841,611"
4015,D.EnergyWATT,$0.1895,"$26.48M$26,483,635"
4101,DOGEXDOGEX,$0.072197,"$6,593.88$6,594"
4102,PortalsPORTALS,$0.005294,"$1.22M$1,217,775"
4103,Three Kingdoms3KDS,$0.001278,"$194,325.87$194,326"
4104,KommunitasKOM,$0.00008746,"$174,934.06$174,934"
4105,Shih TzuSHIH,$0.0002019,"$201,965.17$201,965"
4106,Make TON Great AgainMTONGA,$0.01334,"$1.33M$1,334,032"
4107,MAGA TrumpMAGATRUMP,$0.03957,"$39.58M$39,579,314"
4108,TradehubTRHUB,$0.02472,"$2.47M$2,472,370"
4109,ZARA AIZARA,$0.0004922,"$307,874.79$307,875"
4110,Trust The ProcessTRUST,$0.0001557,"$155,739.97$155,740"
4111,MetacraftMCTP,$0.01887,"$15.1M$15,098,713"
4112,TUTUT COINTUTC,$0.0002720,"$272,028.58$272,029"
4113,SongbirdSGB,$0.001793,"$30.64M$30,641,785"
4114,TemaTEMA,$0.00005063,"$50,638.42$50,638"
4115,Zephyr ProtocolZEPH,$0.3181,"$3.68M$3,676,579"
4201,Mind of PepeMIND,$0.00007678,"$1.97M$1,972,738"
4202,AVAX HAS NO CHILLNOCHILL,$0.0005010,"$776,654.44$776,654"
4203,FERMAFERMA,$0.03224,"$354,716.53$354,717"
4204,botXcoinBOTX,$0.7018,"$1.23B$1,234,651,738"
4205,DNADNA,$0.0117098,"$298,623.01$298,623"
4206,TracerTRCR,$0.002555,"$4.82M$4,816,005"
4207,Nacho the KatNACHO,$0.00001232,"$3.54M$3,536,126"
4208,Haha Yes HedgehogRIZO,$0.063501,"$147,315.81$147,316"
4209,EnviDaEDAT,$0.06065,"$423,160.17$423,160"
4210,Luxury Travel TokenLTT,$0.001859,"$32.87M$32,869,196"
4211,SplendorSPLD,$0.2633,"$3.74B$3,744,475,500"
4212,Layer One XL1X,$8.48,"$2.59B$2,587,070,201"
4213,Olympus v2OHM,$19.24,"$300.67M$300,666,522"
4214,Dark MachineMXNA,$0.004100,--
4215,KelVPNKEL,$0.0009078,--
4301,Coinneckt+CNKT+,$0.0007961,"$4.63M$4,629,053"
4302,Utopia USDUUSD,$0.9499,--
4303,TrillantTRI,$0.04655,"$2.33B$2,327,517,212"
4304,walterWALTER,$0.0001625,"$154,467.99$154,468"
4305,xx networkXX,$0.004301,"$1.54M$1,538,885"
4306,Electric CashELCASH,$0.04587,"$25,504.29$25,504"
4307,TrencherTRENCHER,$0.0006750,"$674,981.41$674,981"
4308,Marvellex ClassicMLXC,$0.069606,"$36,596.42$36,596"
4309,MicroVisionChainSPACE,$0.04211,"$296,561.48$296,561"
4310,EdomEDOM,$0.0002446,"$3,016.18$3,016"
4311,WebKey DAOWKEYDAO,$0.2986,"$796,529.94$796,530"
4312,TonCapyTCAPY,$0.066050,"$64,475.54$64,476"
4313,Jinbi TokenJNB,"$117,634.41",--
4314,DPINDPN,$2.39,"$62.76M$62,757,028"
4315,Magic Internet MoneyMIM,$0.00009086,"$90,853.53$90,854"
4401,Bandot ProtocolBDT,$0.00007925,--
4402,Japan Open ChainJOC,$0.04819,"$2.41M$2,409,551"
4403,San Chan (sanchanproject.org)SAN,$0.002216,"$2.22M$2,216,790"
4404,AlterverseAVC,$0.0002012,"$191,175.75$191,176"
4405,t3rnTRN,$0.001257,"$18,892.61$18,893"
4406,aUSDTaUSDT,$0.8357,"$41.79M$41,787,770"
4407,LuckysLeprecoinLUCKYSLP,$0.051316,"$822,596.44$822,596"
4408,JacksonJACKSON,$0.01892,"$62.44M$62,439,655"
4409,MATTMATT,$0.0001004,"$10.04M$10,040,538"
4410,Skibidi ToiletSKIBIDI,$0.00006030,"$59,879.61$59,880"
4411,CrodieCRODIE,$0.00009110,"$91,096.73$91,097"
4412,PokerFiPOKERFI,$0.0008522,"$7.81M$7,805,259"
4413,Hello PuppyBOB,$0.051059,$50.86$51
4414,Ayni GoldAYNI,$0.2819,"$125.07M$125,067,941"
4415,eMetalsMTLS,$0.01736,"$17,368.52$17,369"
4501,PYLOS (pylos.live)PS,"$1,008.93","$141.66M$141,658,997"
4502,Masters of TriviaMOT,$5.23,"$14.3M$14,296,926"
4503,METTI TOKENMTT,$4.41,"$479,660.82$479,661"
4504,Moo TokenMOO,$0.0003905,"$317,088.1$317,088"
4505,STONKSSTONKS,$0.0004081,"$408,179.47$408,179"
4506,Golden MagfiGMFI,$0.0007987,"$49,034.51$49,035"
4507,MoongateMGT,$0.0002113,"$95,980.3$95,980"
4508,SoraSORA,$0.00002252,"$22,522.7$22,523"
4509,fBombBOMB,$0.01284,"$8.72M$8,718,756"
4510,FOMOFOMO,$0.002526,"$1.26M$1,263,418"
4511,OptioOPT,$0.001042,"$16.43M$16,430,181"
4512,BOBERBOBER,$0.00005945,"$414,359.17$414,359"
4513,COWCOW,$0.01104,"$1.5M$1,500,567"
4514,LoveBitLB,$0.061477,"$18.23M$18,228,915"
4515,BTAF tokenBTAF,$0.02767,"$574,593.79$574,594"
4601,ANTTIMEANT,$0.0001253,"$299,150.93$299,151"
4602,PiP (Hyperliquid)PIP,$2.68,"$2.11M$2,111,483"
4603,PVC MetaPVC,$0.004964,"$7.45M$7,447,128"
4604,STIMASTIMA,$1.01,"$32.16M$32,162,400"
4605,Ubeswap [V2]UBE,$0.0005088,"$56,676.57$56,677"
4606,Real Estate MetaverseREM,$0.001073,"$1.07M$1,073,652"
4607,ASSDAQASSDAQ,$0.0002979,"$297,922.24$297,922"
4608,NeptuneXNT,$0.6497,"$1.28M$1,277,031"
4609,DeployrDEPLOYR,$0.001136,"$76,406.85$76,407"
4610,TrumpCoinDJT,$0.00006383,"$638,343.65$638,344"
4611,""" ""UNKOWN",$0.001215,"$765,134.99$765,135"
4612,HOMSTOKENHOMS,$0.00002389,"$185,642.81$185,643"
4613,Elephant Money (TRUNK)TRUNK,$0.03510,"$4.27M$4,271,834"
4614,AgoricBLD,$0.005349,"$3.72M$3,724,673"
4615,Bnb Tiger InuBNBTIGER,$0.0111657,"$1.66M$1,657,387"
4701,CruxDecussataX,$0.03193,"$3.19M$3,193,068"
4702,HacashHAC,$0.1927,"$260,096.47$260,096"
4703,DBXDBX,$0.051608,"$18,397.41$18,397"
4704,ArmyARMY,$0.001219,"$1.22M$1,219,874"
4705,Wrapped MinoTariWXTM,$0.0008662,"$392,800.75$392,801"
4706,APEcoin.devAPE,$0.1491,"$477,284.61$477,285"
4707,SwappiPPI,$0.001599,--
4708,AladdinDAOALD,$0.02007,"$1.42M$1,419,662"
4709,Mars Meme IncMARSMI,$0.02075,"$20.75M$20,753,142"
4710,TON FISH MEMECOINFISH,$0.084161,"$1.25M$1,251,898"
4711,Camelot TokenGRAIL,$77.89,"$1.97M$1,966,361"
4712,Mononoke InuMononoke-Inu,$0.0122569,--
4713,TONNEL NetworkTONNEL,$0.7299,"$1.06M$1,062,626"
4714,Eagle AIEAI,$0.007726,"$701,267.2$701,267"
4715,FISH N CHIPSCHIPPY,$0.0004307,"$430,714.72$430,715"
4801,ReflectionAIRECT,$0.0003841,"$5,186.53$5,187"
4802,United States Crypto ReserveUSCR,$0.002940,"$2.94M$2,940,232"
4803,Satoshi a BTC StablecoinTSAT,$0.0008031,"$64,412.89$64,413"
4804,EmpyrealEMP,$6.99,"$2.1M$2,097,618"
4805,sKLAYSKLAY,$0.06404,--
4806,LIGOLIGO,$0.066563,"$656,347.69$656,348"
4807,Ready player oneRP1,$1.58,"$31.67M$31,667,037"
4808,DannycoinDAN,$0.0009376,"$187,528.69$187,529"
4809,Base is for everyoneBASE,$0.0004358,"$435,857.43$435,857"
4810,LaïkaLAIKA,$0.03488,"$2.3M$2,302,402"
4811,Paxi NetworkPAXI,$0.01262,"$650,011.52$650,012"
4812,ExchangeCoinEXCC,$0.08764,--
4813,XX,$0.00001458,"$14,003.6$14,004"
4814,DarikDARIK,$0.4885,"$1.54M$1,538,821"
4815,Bearly LegalBEAR,$0.001521,"$152,123.33$152,123"
4901,Gas TownGAS,$0.00005185,"$51,847.51$51,848"
4902,WeatherXMWXM,$0.01136,"$681,641.58$681,642"
4903,TongtongcoinTTC,$0.04774,"$7.71M$7,712,135"
4904,HNB ProtocolHNB,$0.0005422,"$425,276.76$425,277"
4905,GreenchieGNC,$0.061044,"$12,533.65$12,534"
4906,capybaraCAPY,$0.061735,"$173,503.26$173,503"
4907,Chain GamesCHAIN,$0.004722,--
4908,American pepeUSPEPE,$0.091320,"$55,552.51$55,553"
4909,Bretta (Brett’s Wife)BRETTA,$0.00008308,"$83,084.39$83,084"
4910,RZUSDRZUSD,$0.5046,"$50.47M$50,467,200"
4911,Convertible JPY TokenCJPY,$0.004797,--
4912,Frax Price IndexFPI,$1.13,"$96.04M$96,037,539"
4913,Crypto Deal TokenCDT,$7.97,"$4.39M$4,391,866"
4914,Soroosh Smart EcosystemSSE,$0.0002029,"$906,195.65$906,196"
4915,Ton RafflesRAFF,$0.03885,"$777,180.39$777,180"
